,RMSE,NRMSE,MAPE
0.1,1634654.1720771804,106583.30728708976,18897.86702758273
0.2,6.935776886535416e+30,4.727278326572285e+29,5.366671494505649e+28
0.30,4.533615956383104,0.4569969028324512,0.12980017599199214
0.4,4.124388047066957,0.6787055042768383,0.10709464781256016
0.5,77.09639584253196,5.2535643310512405,1.5450348319093483
0.60,22.335265485441457,1.906155797239309,0.5378580954805233
0.70,107.01156127040224,13.330356110583917,2.0412658062394353
0.8,423424483.20193946,30073192.13529904,2781422.6629883056
0.9,7.417245055639042,0.5151359246822118,0.1729436364112423
1.0,16.122834564769878,1.1684195249502165,0.6024409413458486
