,Traj_1,Traj_2,Coupled_1,Coupled_2
0.0,1.0130584699499172,0.7856019854690748,1.1252657999113034,1.1533287331329256
0.1,1.0130584699499172,0.7592629473973176,1.0052158350932305,1.0124249496628273
0.2,1.0130584699499172,0.8543742123168893,0.7383710686707639,0.7913339255411859
0.30,1.0130584699499172,0.848058212949456,0.8559406220336104,0.855774503774905
0.4,1.0130584699499172,0.7811276479006819,0.9085606936380421,0.9076408560731587
0.5,1.0130584699499172,0.8588483109745372,0.9168378122179525,0.9140496488267045
0.60,1.0130584699499172,0.8459810295366519,0.9031455766760174,0.9026937687911641
0.70,1.0130584699499172,0.8629364580351263,1.1277030224808193,1.126524530250878
0.8,1.0130584699499172,0.8459810295366519,0.8627630616426919,0.8632908235872647
0.9,1.0130584699499172,0.7900968678881742,0.985844704907843,0.9862455528850431
1.0,1.0130584699499172,0.7766800001427285,0.0020343378697938296,0.005353365565395653
