,RMSE,NRMSE,MAPE
5,,,
10,0.23239933091712184,0.017721852263536814,0.00464875104011086
15,0.20199440426379817,0.014129250693697169,0.004413424019769815
20,0.2532125851650116,0.01747199289596895,0.004495998733835247
25,0.2205910822256831,0.015076550936346514,0.004680734171976284
30,0.47396149245363384,0.032427486774550374,0.00986802849740073
35,0.2539672824478859,0.01735359405520153,0.004591662250716794
40,0.5786877101581746,0.038853128874472245,0.014511887789060214
