,RMSE,NRMSE,MAPE
1,0.2768180368288943,0.01936260386332676,0.005905359113515495
2,0.25485909036815185,0.017284608952305096,0.004543859672462544
3,0.5573086065384516,0.03790585136795309,0.010658315507553535
4,0.6375478120680793,0.04362741993980884,0.012232290033350274
5,0.33332297778322884,0.023252784553648192,0.006983176623312901
6,0.8101516101702995,0.0549215684473883,0.01679193879894983
7,0.9760919850704943,0.06868087666866687,0.01932178879938086
8,1.6546499683247458,0.1192381277920879,0.02881010437962965
9,1.1650878556801996,0.08324182579883857,0.028940648942548462
10,2.4659958235106703,0.16712449327817447,0.05259045860715693
