,RMSE,NRMSE,MAPE
0,0.190194331156338,0.013332440320671109,0.004153803175923907
1,0.34731176081636406,0.023665582279569136,0.006900925249749437
2,0.4325260380399082,0.03300894092289933,0.007717750307471405
3,0.2542304642207466,0.017867051501732543,0.005488601369882076
4,0.21919563908199696,0.014529859464710464,0.004235232433124129
5,0.34672096976003486,0.023043464931006397,0.006276787393318982
6,0.1870922917597016,0.013127996034422608,0.003680683919477919
7,0.21655978062758682,0.014395284552044706,0.004749997245267908
8,0.20201596779501427,0.01520229417939132,0.004256491379479966
9,0.38120823095275247,0.02805099333509701,0.008348483373072833
10,0.12575866735298633,0.01010668828513403,0.003120208023855285
