,RMSE,NRMSE,MAPE
0,0.05777941265438026,0.004969439964692171,0.0018541825063727048
1,0.05644616595538278,0.0047806843719446915,0.0018380789198108906
2,0.07089477618170895,0.004797607110381098,0.0019836099402213273
3,0.07081001898157516,0.006013150827673514,0.001956628758422317
4,0.05743807670475877,0.00490761222364209,0.0016832036581125999
5,0.05862214315030869,0.004672895965872984,0.0017159210996660831
6,0.0612844411151785,0.0045927277866645855,0.0018458238638344555
7,0.07003542674727704,0.00473056435456126,0.0019829907023250124
8,0.06474530578606685,0.004758563398052074,0.0018477235597979282
9,0.051941574727472434,0.0049575136809735,0.0016735206887386832
10,,,
