,10,20,30,40,50
0,1.8410236813298895,0.41190117804880527,0.4937064841176003,0.04611277065858563,2.987003268810063
1,0.21996102311015736,0.14042716846448916,0.2460167398923801,0.5584743105783483,0.2847586957740187
2,0.6400162572500377,0.09337350109409827,0.2142326872319099,2.6629397970728963,0.211138231030217
3,0.04909940723655685,0.17064607747638902,0.2419525782587395,4.02412109053225,0.3884907839026966
4,0.03619676896750054,0.11857586133723726,0.44125656963547294,0.619165205800376,0.20015500660581176
5,0.5178665988372109,0.23064728908536244,0.3751284327014722,0.9403020477202603,0.5608918561468217
6,0.4563738857908719,0.32228299471456984,1.1527788722347492,0.024822138611716574,0.09125243434368804
7,0.1914717303154465,0.13943348802086825,0.3735701022907682,13.28046365037307,0.9076432398404657
8,3.6068011419641257,1.9520409685329623,0.11661415577516131,1.4936496330921794,1.190565889339383
9,0.03896588182664204,0.27134522152590973,0.8531930744456439,1.7356321362167102,0.09628886361839618
