,0,1,2,3,4,5,6,7,8,9,10
0,0.054247666499980335,0.8302111855787948,0.2629365887033645,0.24060394483295047,0.6125278793748778,0.06583389849521483,0.0602401089818361,0.15285816168700134,0.23209676871981935,0.07021076262658213,0.8890973737151012
1,0.08674391254836533,0.4943043538817307,0.18357546976439204,0.058129745805451036,0.13088115418835367,0.17238635509957942,0.6113604945568252,0.08320269726251979,0.07273232125387216,0.19243644449859615,0.327281733603618
2,0.23767202202027443,0.06212492620082258,0.48658332353177924,0.05830580118479069,0.041405353163543795,0.052746029404699864,0.45458399440347264,0.049018178986254185,0.0711293473115763,5.634270111987858,0.10643058221028848
3,0.0588073089004178,0.6543569989482519,0.3842685470148971,0.1609686305363481,6.535862462129343,0.6217662518378991,0.10791595431116813,0.09862908236091328,0.22860850311445427,0.2777974227008813,0.11098638335866658
4,0.3388803028202362,0.13104862974266163,0.25945276600639217,0.918505618179899,0.28768394988459384,0.07164997197045754,0.08211831380140597,0.32106580283772307,0.057840810729716086,1.262991873517464,0.20497405846245284
5,0.8832233405631112,0.5518969326857155,0.14041757186754444,0.03809986444739876,0.1715954114616923,0.29169362138029015,0.6577535127677027,2.4837961728002926,0.0595563937817669,0.04545451522642071,0.2921169178344974
6,0.18049924544402574,0.038563389920760284,0.3862038839944086,0.15645399544775707,0.05513238016912351,0.23516019629624157,0.36303420202226755,0.830574454814587,0.07213978274225671,0.24911248562873659,5.252211066036508
7,0.14872001337612065,0.07849678767283443,0.3421556181791707,0.36637073620335714,0.05536602412660103,0.16638976993419696,0.8238590487488036,0.57141692514873,0.08018079613729198,0.5595452123314492,0.2393568018829315
8,0.47280443798347255,0.4736646681257598,0.1562560000816462,0.13011895316806266,0.1791796341891781,0.32195397964876105,1.7926175388924297,0.09528694530453846,0.279411296497637,1.9479145546937013,0.055261583478191656
9,0.24203035615961152,0.06400506655391319,0.06470131149380913,0.13904156082224609,0.04887636496204337,0.23346462417956812,0.3230932007940437,0.15915581400089646,0.4398229853117854,0.40061041219106447,
10,0.22856114528092328,0.15606093880579275,0.11720800130202653,0.3829078280324417,0.20994509803176034,0.06818821222452816,0.061728884007913466,0.4198744884830077,0.2314129536791124,0.25488261473608875,0.43199631219607
11,0.05605276686291014,0.17290443747682044,0.1541740435559866,0.07918136188017005,1.4196936200593067,9.138764866674551,0.9248567280035924,0.8966913530011807,0.05707077827008731,0.33020084394269317,0.7229558021659089
12,0.38348804843032486,0.31951390833891047,0.13376778073773193,0.133405667563787,0.19836394325197287,0.1055596903180335,0.2109423925022115,0.18596979156837948,5.27360948706257,0.04537267251061818,0.696385901317775
13,0.14088508461572416,0.1340026205233854,0.18122133541480265,0.039652238732277786,0.0902108977596145,0.055581599866680154,0.32864731380647777,0.14285241867001072,0.34243759363831594,0.2924532424846527,0.6021069153973974
14,0.06260684838067551,0.08012541700755683,0.9569911714161977,0.26850886291830195,0.29567243291112294,0.2151785218243539,1.3549697062641022,0.5002188460948989,0.08272639542461117,0.3963763811225619,3.075679568111885
15,0.07058396209329801,0.5032159254770092,0.5821532865338257,0.05189707236524305,0.05787069756889104,0.09346786259223339,0.10362758018101702,0.2684042702571997,0.07032140130849934,0.33521076776010195,0.4458775778446431
16,0.6894155675713757,0.02881623655579158,0.060782194580321136,0.11898511291818045,0.10059926074013992,0.05656664857467131,1.0695655722472803,0.04883603533721312,0.8106605122678856,1.55332078247726,0.29194097298866234
17,0.23445722386510057,0.07276902997915792,0.20032493655330535,0.1284291352292431,0.09816150917543418,0.26111238974728657,0.04837034573961446,6.77714308704445,0.06228608927191295,0.055083315301435516,0.3870084906483832
18,0.8631341961041384,0.2633481303572719,0.03411294816972704,0.21386267552524194,0.06198101695068277,1.5072913095020304,0.06178179607811857,0.4524817190777733,0.14898710271546334,0.08616707979269637,0.07364001677469904
19,0.6871982843393638,0.06517197984898193,0.10357688478263215,0.17720393944809548,1.222752013170853,0.11444686543006988,0.17476113441314492,0.12405447793992472,3.384669599051465,0.17594221027561957,0.08585126373944854
