,RMSE,NRMSE,MAPE
0,0.1887029069053981,0.013096598106447411,0.0036546221461760025
1,0.24117180521188006,0.016764387407808678,0.005031899499691158
2,0.27297317005337357,0.018646075262355115,0.005888031162646102
3,0.20177545996547175,0.013506831645766276,0.004024275740732357
4,0.18002437943300256,0.013055740672682087,0.003840795753001784
5,0.20138028942291936,0.014517316519745615,0.0039890120135756615
6,0.21627218142989468,0.015149050804802743,0.0033786019923719773
7,0.18450358981932968,0.012260926680133538,0.004008968510646091
8,0.1807474112611307,0.012212024978448026,0.003694464843649976
9,0.32539014486586526,0.028454697431631436,0.006235207154583405
10,,,
