,Traj_1,Traj_2,Coupled_1,Coupled_2
0.1,0.9550571134840188,1.0768014402137136,0.8926172372077095,0.9459377922718483
0.2,0.9550571134840188,1.0768014402137136,0.8953482366528028,0.89334825902326
0.30000000000000004,0.9550571134840188,1.0768014402137136,0.41396506289593366,0.41208339478744566
0.4,0.8815293417287421,1.0768014402137136,1.1076308000595205,1.107985071180491
0.5,0.9784463946086572,1.0768014402137136,0.6876184739706765,0.578505916591896
0.6000000000000001,0.9056719293427228,1.0768014402137136,0.8999283432689328,0.9045130025436637
0.7000000000000001,0.9550571134840188,1.0768014402137136,1.0437720259794254,1.0387932221495149
0.8,0.9550571134840188,1.0768014402137136,1.0111551634860314,1.004468986778147
0.9,0.9550571134840188,1.0768014402137136,0.7572915287615407,0.7440220188601986
1.0,0.9550571134840188,1.0768014402137136,0.05977448448048754,0.0887664334806718
