,0.0,0.1,0.2,0.30000000000000004,0.4,0.5
0.9,0.0005169263989034075,0.15830072081975374,0.33297352145794207,0.46960136288295135,0.6911085509145592,0.8687902088905879
0.91,0.0006678997718960618,0.17088755345711215,0.35246077586487434,0.5353559782597079,0.7638863359651293,0.8955380583042816
0.92,0.00042123863140146545,0.19583774729863168,0.4132884900434437,0.6419747860691712,0.8573562773790045,1.0728966627616807
0.93,0.0008077694126727035,0.24064722031358918,0.46770038400197633,0.6907811234984474,0.9557773456824511,1.1970287503911166
0.9400000000000001,0.00041435314034223274,0.2931321814619759,0.5766301959549686,0.804639256380151,1.3883744954786292,1.4728116985415673
0.95,0.0003501857920140439,0.34907868376279044,0.6858247565717397,1.1196546269300163,1.6163469193236546,2.0736970701269515
0.96,0.004059200135960227,0.4640518605113684,0.9739440963057872,1.4815012344673013,2.1770829998601915,2.9073246593834807
0.97,2.769624684098477,1.6302012135670463,2.271847338094137,3.5866419045841775,5.94321733781806,5.85911721304665
0.98,46.96423036540627,46.62421891535128,46.31983838920181,46.23607195103608,45.66775583688137,45.1868653121523
0.99,65.01738536647657,65.01243538811794,65.01490763118878,65.0828673804383,64.80403866261526,64.63462817382015
1.0,77.08375489948726,77.0903808325362,77.08873569843124,77.06118740242115,77.06127943979486,76.99725062185057
