,Traj_1,Traj_2,Coupled_1,Coupled_2
0.1,1.1509496784358946,1.145578813340323,0.08456804220742457,0.06197251352831807
0.2,1.1509496784358946,1.158872006644661,1.1273987326569546,1.1187943763110035
0.30000000000000004,1.1509496784358946,1.158872006644661,1.130767476381512,1.1454041304150606
0.4,1.1509496784358946,1.158872006644661,0.989021559634079,0.9905915429961744
0.5,1.1509496784358946,1.158872006644661,0.8855529293692767,0.8915095355811227
0.6000000000000001,1.1509496784358946,1.158872006644661,0.9764153838023141,0.9671121210900004
0.7000000000000001,1.1509496784358946,1.0944397917800877,0.981310286746856,1.016124264735617
0.8,1.1509496784358946,1.158872006644661,0.06203999748913748,0.04958108510090816
0.9,1.1509496784358946,1.158872006644661,0.9411829463598013,0.8469905957775348
1.0,1.1245110153395679,1.158872006644661,0.0402047300520961,0.06708223521049937
